Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),TZCUB5:Zone Mean Air Temperature [C](TimeStep),TZCUB6:Zone Mean Air Temperature [C](TimeStep),TZCUB7:Zone Mean Air Temperature [C](TimeStep),TZLABORATORIOS:Zone Mean Air Temperature [C](TimeStep),TZTECHOCUB5:Zone Mean Air Temperature [C](TimeStep),TZTECHOCUB6:Zone Mean Air Temperature [C](TimeStep),TZTECHOCUB7:Zone Mean Air Temperature [C](TimeStep) 
 05/03  23:10:00,25.4,27.12918256549102,26.674162648137007,26.911855269726723,28.68683826228542,27.326098450632224,27.318808145793488,27.02969704494402 
 05/03  23:20:00,25.4,27.093485475286824,26.66186782087312,26.880337699268549,28.58128821045775,27.260156385725528,27.263399468914167,27.004746067376723 
 05/03  23:30:00,25.4,27.060351326303864,26.647800104528636,26.81886275461801,28.488570078235335,27.19501908331729,27.210101749650464,26.352772889220895 
 05/03  23:40:00,25.5,27.012308405863484,26.624712003170154,26.78493108947727,28.377994185172896,27.134017544782095,27.15993281118994,26.536548556566378 
 05/03  23:50:00,25.5,26.95782398828982,26.596842145644318,26.778385582699959,28.26204566590249,27.068096116075048,27.106068418447337,26.70752631287736 
 05/03  24:00:00,25.6,26.913436159246687,26.57602627908572,26.755541206279785,28.160008383121025,27.00880850266211,27.05884495749124,26.71171211201294 
 05/04  00:10:00,25.4,26.89406617284169,26.56599799458003,26.704547392855909,28.101525256313857,26.956709963107678,27.018807745182096,26.35945218261434 
 05/04  00:20:00,25.0,26.84176275912394,26.531225865407789,26.67108578401204,28.0065526959255,26.891654273651388,26.964012213585464,26.086824585482316 
 05/04  00:30:00,24.9,26.800966739083195,26.504789258183665,26.594065878604327,27.926546598007414,26.83416516428172,26.918250216517568,26.52713041789687 
 05/04  00:40:00,24.6,26.71518288714476,26.445484525805506,26.469653650310116,27.80100826303628,26.76786396200836,26.861052096955747,25.95465252856905 
 05/04  00:50:00,24.7,26.647807560007729,26.39997348796275,26.40170509489521,27.70325296103395,26.71141077746304,26.81581616878431,25.985119921507324 
 05/04  01:00:00,24.7,26.603820917385325,26.37203193872229,26.39052828493103,27.622484881993498,26.654316028527054,26.770810465181009,26.22559829307632 
 05/04  01:10:00,24.7,26.56904331266502,26.350653328240317,26.40973916292622,27.54117194068556,26.59664049984763,26.72402686934718,25.9828078797039 
 05/04  01:20:00,24.6,26.529603799719685,26.324478364598116,26.43067983288675,27.455183380324667,26.538294125263627,26.67598715134051,26.00383485314222 
 05/04  01:30:00,24.7,26.492346226216158,26.30137345478049,26.426150066998888,27.368051038668374,26.482870676909078,26.631271118366059,26.18834795347158 
 05/04  01:40:00,24.6,26.455219048756424,26.278976410398888,26.388167330720849,27.282405572667647,26.425969934540789,26.585327409437267,26.07404775256126 
 05/04  01:50:00,24.6,26.41829333895882,26.256044857933384,26.350755597587349,27.198366646883718,26.369366866852244,26.54044566700279,26.008601929453755 
 05/04  02:00:00,24.5,26.38089518840254,26.231519862192785,26.30745471960985,27.115353229721575,26.312102976856779,26.4950697459867,26.034781098711723 
